timestamp,power,instant_power,cadence
2024-09-09T19:04:17.494521,19.0,97.0,23.0
2024-09-09T19:04:17.743958,39.0,97.0,23.0
2024-09-09T19:04:18.737781,39.0,97.0,23.0
2024-09-09T19:04:18.986779,69.0,151.0,39.0
2024-09-09T19:04:19.239412,99.0,151.0,39.0
2024-09-09T19:04:19.490452,129.0,151.0,39.0
2024-09-09T19:04:19.741645,129.0,151.0,39.0
2024-09-09T19:04:19.986625,139.0,146.0,44.0
2024-09-09T19:04:21.233688,139.0,146.0,44.0
2024-09-09T19:04:21.483727,155.0,177.0,45.0
2024-09-09T19:04:21.735835,160.0,177.0,45.0
2024-09-09T19:04:21.985807,166.0,177.0,45.0
2024-09-09T19:04:22.234643,166.0,177.0,45.0
2024-09-09T19:04:23.483021,166.0,177.0,45.0
2024-09-09T19:04:23.736302,166.0,177.0,45.0
2024-09-09T19:04:23.980645,170.0,173.0,48.0
2024-09-09T19:04:24.230997,175.0,173.0,48.0
2024-09-09T19:04:24.480761,175.0,173.0,48.0
2024-09-09T19:04:24.733656,175.0,173.0,48.0
2024-09-09T19:04:25.728924,172.0,163.0,49.0
2024-09-09T19:04:25.980119,172.0,163.0,49.0
2024-09-09T19:04:26.235072,172.0,163.0,49.0
2024-09-09T19:04:26.487033,166.0,149.0,50.0
2024-09-09T19:04:27.000719,162.0,154.0,51.0
2024-09-09T19:04:28.224879,162.0,169.0,52.0
2024-09-09T19:04:28.475101,162.0,169.0,52.0
2024-09-09T19:04:28.709604,162.0,169.0,52.0
2024-09-09T19:04:28.954246,161.0,169.0,52.0
2024-09-09T19:04:29.213025,163.0,172.0,53.0
2024-09-09T19:04:30.474224,166.0,167.0,54.0
2024-09-09T19:04:30.975773,166.0,167.0,54.0
2024-09-09T19:04:31.222857,166.0,167.0,54.0
2024-09-09T19:04:31.471282,168.0,162.0,55.0
2024-09-09T19:04:31.725893,166.0,162.0,55.0
2024-09-09T19:04:32.723737,167.0,170.0,56.0
2024-09-09T19:04:32.969850,166.0,170.0,56.0
2024-09-09T19:04:33.220985,167.0,170.0,56.0
2024-09-09T19:04:33.471450,167.0,170.0,56.0
2024-09-09T19:04:33.720003,167.0,170.0,56.0
