timestamp,power,instant_power,cadence
2025-09-13T08:26:18.699682,0.0,0.0,0.0
2025-09-13T08:26:23.194291,0.0,0.0,0.0
2025-09-13T08:26:24.471487,0.0,0.0,0.0
2025-09-13T08:26:24.733044,0.0,0.0,0.0
2025-09-13T08:26:24.978295,0.0,0.0,0.0
2025-09-13T08:26:25.223268,0.0,0.0,0.0
2025-09-13T08:26:25.477548,0.0,0.0,0.0
2025-09-13T08:26:26.728258,0.0,0.0,0.0
2025-09-13T08:26:26.971453,0.0,0.0,0.0
2025-09-13T08:26:27.222903,0.0,0.0,0.0
2025-09-13T08:26:27.475994,0.0,0.0,0.0
2025-09-13T08:26:27.724465,0.0,0.0,0.0
2025-09-13T08:26:27.971466,0.0,0.0,0.0
2025-09-13T08:26:28.968503,0.0,0.0,0.0
2025-09-13T08:26:29.217899,0.0,0.0,0.0
2025-09-13T08:26:29.457869,0.0,0.0,0.0
2025-09-13T08:26:29.720258,0.0,0.0,0.0
2025-09-13T08:26:29.973724,0.0,0.0,0.0
2025-09-13T08:26:30.220662,0.0,0.0,0.0
2025-09-13T08:26:31.456570,0.0,0.0,0.0
2025-09-13T08:26:31.714703,0.0,0.0,0.0
2025-09-13T08:26:31.966387,0.0,0.0,0.0
2025-09-13T08:26:32.217191,0.0,0.0,0.0
2025-09-13T08:26:32.453773,0.0,0.0,0.0
2025-09-13T08:26:33.709824,0.0,0.0,0.0
2025-09-13T08:26:33.962046,0.0,0.0,0.0
2025-09-13T08:26:34.720047,0.0,0.0,0.0
2025-09-13T08:26:34.968416,0.0,0.0,0.0
2025-09-13T08:26:36.205427,0.0,0.0,0.0
2025-09-13T08:26:36.461144,0.0,0.0,0.0
2025-09-13T08:26:36.701872,0.0,0.0,0.0
2025-09-13T08:26:36.928652,0.0,0.0,0.0
2025-09-13T08:26:37.202899,0.0,0.0,0.0
2025-09-13T08:26:38.451948,0.0,0.0,0.0
2025-09-13T08:26:38.705853,0.0,0.0,0.0
2025-09-13T08:26:38.958995,0.0,0.0,0.0
2025-09-13T08:26:39.199558,0.0,0.0,0.0
2025-09-13T08:26:39.455609,0.0,0.0,0.0
2025-09-13T08:26:40.688625,0.0,0.0,0.0
2025-09-13T08:26:40.959137,0.0,0.0,0.0
2025-09-13T08:26:41.210610,0.0,0.0,0.0
2025-09-13T08:26:41.448587,0.0,0.0,0.0
2025-09-13T08:26:41.699922,0.0,0.0,0.0
2025-09-13T08:26:41.955231,0.0,0.0,0.0
2025-09-13T08:26:42.952371,0.0,0.0,0.0
2025-09-13T08:26:43.197459,0.0,0.0,0.0
2025-09-13T08:26:43.458109,0.0,0.0,0.0
2025-09-13T08:26:43.704435,0.0,0.0,0.0
2025-09-13T08:26:43.948840,0.0,0.0,0.0
2025-09-13T08:26:44.195308,0.0,0.0,0.0
2025-09-13T08:26:45.444571,0.0,0.0,0.0
2025-09-13T08:26:45.689097,0.0,0.0,0.0
2025-09-13T08:26:45.946207,0.0,0.0,0.0
2025-09-13T08:26:46.201552,0.0,0.0,0.0
