timestamp,altitude,cadence,distance,speed,power,temperature
2023-09-12T19:44:07,1466.2,,12595.83,18.274,0,25
2023-09-12T19:44:08,1466.2,,12602.22,23.011,0,25
2023-09-12T19:44:09,1466.2,,12609.13,24.858,0,25
2023-09-12T19:44:10,1466.2,,12616.04,24.858,0,25
2023-09-12T19:44:11,1466.4,61,12623.29,26.132,126,25
2023-09-12T19:44:12,1466.4,55,12630.71,26.672,146,25
2023-09-12T19:44:13,1466.4,57,12638.4,27.713,156,25
2023-09-12T19:44:14,1466.4,59,12646.43,28.922,168,25
2023-09-12T19:44:15,1466.6,61,12654.75,29.963,196,25
2023-09-12T19:44:16,1467,63,12663.3,30.737,174,25
2023-09-12T19:44:17,1467,65,12672.02,31.442,155,25
2023-09-12T19:44:18,1467,67,12680.87,31.842,154,25
2023-09-12T19:44:19,1467.2,69,12689.87,32.414,158,25
2023-09-12T19:44:20,1467.2,70,12699.11,33.221,163,25
2023-09-12T19:44:21,1467.2,72,12708.6,34.196,159,25
2023-09-12T19:44:22,1467.4,73,12718.31,34.967,156,25
2023-09-12T19:44:23,1467.4,75,12728.26,35.809,186,25
2023-09-12T19:44:24,1467.4,77,12738.38,36.41,148,25
2023-09-12T19:44:25,1467.4,78,12748.71,37.184,155,25
2023-09-12T19:44:26,1467.4,80,12759.43,38.628,150,25
2023-09-12T19:44:27,1467.4,81,12770.37,39.334,144,25
2023-09-12T19:44:28,1467.4,72,12781.48,40.039,133,25
2023-09-12T19:44:29,1467.4,73,12792.77,40.644,142,25
2023-09-12T19:44:30,1467.4,75,12804.14,40.946,127,25
2023-09-12T19:44:31,1467.4,76,12815.7,41.584,127,25
2023-09-12T19:44:32,1467.4,77,12827.47,42.39,164,25
2023-09-12T19:44:33,1467.4,78,12839.4,42.93,142,25
2023-09-12T19:44:34,1467.4,79,12851.52,43.636,143,25
2023-09-12T19:44:35,1467.4,80,12863.79,44.172,145,25
2023-09-12T19:44:36,1467.4,81,12876.19,44.64,119,25
2023-09-12T19:44:37,1467.4,82,12888.71,45.079,110,25
2023-09-12T19:44:38,1467.4,83,12901.33,45.446,119,25
2023-09-12T19:44:39,1467.2,79,12914.07,45.85,134,25
2023-09-12T19:44:40,1467.4,75,12926.76,45.684,130,25
2023-09-12T19:44:41,1467.4,76,12939.62,46.289,147,25
2023-09-12T19:44:42,1467.2,76,12952.6,46.692,139,25
2023-09-12T19:44:43,1467.2,77,12965.73,47.329,130,25
2023-09-12T19:44:44,1467.2,78,12978.99,47.732,140,25
2023-09-12T19:44:45,1467.2,79,12992.37,48.168,125,25
2023-09-12T19:44:46,1467.2,80,13005.79,48.269,137,25
2023-09-12T19:44:47,1467.2,80,13019.37,48.874,164,25
2023-09-12T19:44:48,1467.2,81,13033.03,49.176,158,25
2023-09-12T19:44:49,1467,82,13046.86,49.849,144,25
2023-09-12T19:44:50,1467,83,13060.78,50.083,146,25
2023-09-12T19:44:51,1467.2,83,13074.75,50.317,139,25
2023-09-12T19:44:52,1467,83,13088.9,50.922,125,25
2023-09-12T19:44:53,1467,66,13103.05,50.958,147,25
2023-09-12T19:44:54,1467.2,66,13117.46,51.865,149,25
2023-09-12T19:44:55,1467.2,66,13131.96,52.132,137,25
2023-09-12T19:44:56,1467,67,13146.56,52.636,122,25
2023-09-12T19:44:57,1467,67,13161.29,53.006,122,25
2023-09-12T19:44:58,1467,68,13176.11,53.374,116,25
2023-09-12T19:44:59,1467,68,13191.09,53.914,137,25
2023-09-12T19:45:00,1467,69,13206.17,54.281,153,25
2023-09-12T19:45:01,1467,69,13221.28,54.349,139,25
2023-09-12T19:45:02,1467,70,13236.55,55.022,143,25
2023-09-12T19:45:03,1467,70,13251.75,54.72,136,25
2023-09-12T19:45:04,1467,70,13266.95,54.72,129,25
2023-09-12T19:45:05,1467,71,13282.23,55.022,130,25
2023-09-12T19:45:06,1467,71,13297.62,55.39,130,25
2023-09-12T19:45:07,1467,72,13313.11,55.793,166,25
2023-09-12T19:45:08,1467,72,13328.75,56.297,167,25
2023-09-12T19:45:09,1467,73,13344.64,57.204,141,25
2023-09-12T19:45:10,1466.8,73,13360.6,57.438,141,25
2023-09-12T19:45:11,1466.8,74,13376.72,58.043,134,25
2023-09-12T19:45:12,1466.8,74,13392.89,58.212,125,25
2023-09-12T19:45:13,1466.6,75,13409.15,58.482,152,25
2023-09-12T19:45:14,1466.6,75,13425.44,58.684,147,25
2023-09-12T19:45:15,1466.6,76,13441.88,59.018,126,25
2023-09-12T19:45:16,1466.8,76,13458.35,59.454,121,25
2023-09-12T19:45:17,1466.6,77,13474.99,59.926,133,25
2023-09-12T19:45:18,1466.6,77,13491.69,60.127,118,25
