distance,altitude,cadence,speed,power,gear,RPMw_bo_RPMp,ideal_speed
9.680000000000007,1456.7594978827703,39.15115547813563,20.530587035421778,103.51600092088643,1.0000000000000007,223.16158622537318,19.481969275326104
10.919999999998254,1456.6974043655957,38.66176154343963,20.955844180385448,110.65536832246629,0.9999999999999996,220.3720407976059,19.238442424513153
12.490000000000009,1456.649555901804,38.63710130923479,21.40647697796707,119.71330214057245,0.999999999999999,220.23147746263825,19.226171268803085
15.560000000000002,1456.633501682115,39.983038869910445,22.061233789001914,136.7502569939561,0.9999999999999997,227.90332155848955,19.89592197943625
16.80999999999767,1456.6480532681035,40.859469598569774,22.263668437431438,143.15211166706217,1.0000000000000002,232.89897671184772,20.332041841523793
19.339999999999975,1456.697769596817,42.80285438906932,22.60440379476942,154.5870779153453,1.000000000000001,243.97627001769516,21.29908770048426
21.549999999999997,1456.747030736715,44.29133535825887,22.86922403751881,162.35751714795379,1.0000000000000009,252.46061154207567,22.039769301180645
23.020000000000437,1456.7739542254212,44.98562956301009,23.05036692772209,166.1213493442755,0.9999999999999997,256.41808850915754,22.385256380675752
26.45999999999998,1456.7998138052963,45.735770158275294,23.528377139957843,171.6345229867636,0.9999999999999959,260.693889902169,22.758533129488242
27.680000000000007,1456.79902178431,45.815213956835805,23.71824737928921,173.44263576331312,0.9999999999999961,261.1467195539639,22.798065082600985
29.61999999999898,1456.7974898467455,45.91858323655751,24.037421797974005,177.3367111750722,1.0000000000000009,261.73592444837783,22.849502571659926
33.789999999999964,1456.842207689172,46.62027560547014,24.68565376245971,186.09375779840022,1.0000000000000167,265.7355709511808,23.19867104459361
34.239999999999995,1456.8514540884717,46.7586437384503,24.74884668660594,186.67578212595154,1.0000000000000158,266.5242693091677,23.26752427976592
36.38999999999942,1456.9012081834326,47.584675848176964,25.03389579353129,187.76218030892167,0.9999999999999972,271.23265233460853,23.678565332975978
41.03,1456.98934935187,49.64844628698,25.674151273847865,186.46901932280093,0.9999999999999328,282.9961438357821,24.705516179995755
41.40999999999997,1456.9955298356188,49.79637878008603,25.730691259814165,186.41567183308817,0.9999999999999362,283.83935904648666,24.779128727322085
43.5,1457.0323109747833,50.49493922625487,26.04551151636205,186.4222934428443,1.0000000000000089,287.8211535896534,25.12673872715553
48.18000000000001,1457.1574461019445,51.7015509313494,26.70518866405426,188.3966586720724,1.0000000000002698,294.6988403087073,25.727159631184275
49.30000000000001,1457.1886122869892,52.01947881880318,26.853424734795855,189.67187612815223,1.0000000000002125,296.5110292671904,25.885363425158918
50.81999999999971,1457.224286478381,52.51178494965887,27.05789640895968,192.28802966369562,0.999999999999975,299.317174213054,26.130339411134457
55.61,1457.2664424532004,54.24005592120014,27.746561118079203,203.0269929109984,0.9999999999989165,309.1683187507778,26.990342687042844
57.579999999999984,1457.2694955742838,54.81516755198575,28.027828749027787,205.8654409336289,0.9999999999994563,312.4464550462873,27.27652343915916
58.43000000000029,1457.2730871296453,55.012595966731816,28.14046511334509,206.1905929559272,1.000000000000056,313.5717970103747,27.37476560502387
63.379999999999995,1457.347276178578,55.79392018498434,28.691792494345723,198.40595465737042,1.0000000000042284,318.0253450546567,27.763559606861026
66.02999999999997,1457.4156226898838,56.30447743449441,28.96679787291414,190.57735278502957,1.0000000000005602,320.935521376651,28.017617514630235
66.23999999999796,1457.4211259415076,56.35485937394653,28.990361454359732,190.02584036677027,0.9999999999999161,321.22269843149076,28.04268802364389
71.44,1457.5264879093418,57.956577447707524,29.673009084177394,185.19693079171444,0.9999999999835386,330.3524914509749,28.839717432262848
74.27000000000044,1457.5430753343917,58.87837149450968,30.078526986511324,190.9622043778445,0.9999999999997988,335.6067175186881,29.298410492068523
74.94,1457.5427890368446,59.08544419102262,30.17041436981623,192.86239901590542,1.0000000000088256,336.7870318893353,29.401451739861738
79.80000000000001,1457.5233644606963,60.44658062787579,30.74793907130363,205.532079261504,1.000000000063537,344.54550958258875,30.078765549105857
82.54000000000087,1457.5254942971858,61.11144130040568,31.01891409001999,208.17017100442786,1.0000000000021785,348.3352154124702,30.409606236291637
84.13999999999993,1457.5378388568279,61.44857227880214,31.17118033544085,207.9359981076184,0.9999999999135764,350.25686198419754,30.57736566165538
88.37,1457.60250017671,62.190213336003694,31.59678612375319,204.25433555472844,0.9999999997599659,354.48421600126267,30.94641296262418
90.97999999999956,1457.6502219696447,62.598192823694774,31.88172524963225,201.6059037085303,0.999999999987946,356.80969909421555,31.149427248969342
93.70999999999998,1457.693779996391,63.068265184562385,32.18839894424394,199.45714212264116,1.0000000005762142,359.4891115852065,31.383339512761427
97.21000000000001,1457.7293728668685,63.728484070486445,32.56453084895191,196.95825815826046,1.000000000903514,363.252359254258,31.711870406917484
99.66999999999825,1457.7403176642922,64.20082545740671,32.8086241460034,195.14149588718115,1.0000000000506948,365.94470511073695,31.946911751360613
103.55000000000001,1457.7381756960506,64.90308978845565,33.158134635840234,190.96041959228918,0.9999999969954985,369.9476116209987,32.29636482240199
106.25999999999999,1457.7310729442945,65.41768519026596,33.38222587753928,187.1452504733941,0.999999996632314,372.88080538916057,32.5524321493845
108.59000000000015,1457.7265374139624,65.9138770982376,33.5657388928257,183.57100951968414,0.9999999998166037,375.70909944723616,32.79934174916378
113.62999999999994,1457.7334766056756,67.00810211149893,33.95704002325062,178.66884932008762,1.0000000133623888,381.9461828060875,33.34383808663861
115.5,1457.7418386095715,67.30190818034195,34.10775495190983,178.36179788391635,1.0000000123914414,383.62087734560936,33.49003864075894
117.70000000000073,1457.7539788480483,67.49710252934763,34.29030374190129,178.90640914790242,1.0000000005876013,384.73348445825064,33.58716905621538
124.02000000000004,1457.7943679194157,67.37539717508912,34.83136334634475,181.00890584564812,0.9999999487983033,384.0397609444683,33.52660710910934
124.97,1457.801968481017,67.32604911381623,34.9147232984588,181.1523832956774,0.9999999556968694,383.75847738737343,33.50205110146633
126.97000000000116,1457.8204697002693,67.24142307253369,35.09327018050453,181.30775032308864,0.9999999984458198,383.27611140334557,33.45994063147351
