timestamp,power,instant_power,cadence
2024-09-09T21:33:40.182181,0.0,0.0,0.0
2024-09-09T21:33:43.199066,132.0,132.0,113.0
2024-09-09T21:33:44.953487,137.0,142.0,122.0
2024-09-09T21:33:46.950081,136.0,133.0,139.0
2024-09-09T21:33:47.450338,140.0,152.0,142.0
2024-09-09T21:33:47.950591,140.0,152.0,142.0
2024-09-09T21:33:49.448454,152.0,199.0,154.0
2024-09-09T21:33:52.168038,161.0,178.0,159.0
2024-09-09T21:34:19.412392,143.0,55.0,100.0
2024-09-09T21:34:20.160248,127.0,53.0,102.0
2024-09-09T21:34:22.910162,127.0,53.0,102.0
2024-09-09T21:34:23.157029,109.0,59.0,101.0
2024-09-09T21:34:24.655057,80.0,55.0,102.0
2024-09-09T21:34:27.647635,55.0,53.0,100.0
2024-09-09T21:35:12.347559,83.0,197.0,136.0
2024-09-09T21:35:13.345176,83.0,197.0,136.0
2024-09-09T21:35:33.320531,83.0,53.0,100.0
2024-09-09T21:35:36.317327,83.0,53.0,100.0
2024-09-09T21:35:59.040649,106.0,173.0,121.0
2024-09-09T21:36:00.287743,136.0,202.0,129.0
2024-09-09T21:36:02.029438,136.0,202.0,129.0
2024-09-09T21:36:29.505643,137.0,62.0,54.0
2024-09-09T21:36:30.500720,137.0,62.0,54.0
2024-09-09T21:37:09.203995,137.0,62.0,54.0
2024-09-09T21:37:10.954329,109.0,56.0,93.0
2024-09-09T21:37:12.451552,110.0,58.0,92.0
