distance,altitude,heart_rate,cadence,speed,power,temperature,gear,RPMw_bo_RPMp,ideal_speed
12.46,1456.2305993094642,121.58928456044015,49.807115784811344,22.721896828545006,158.10367360455248,16.00144245905653,1.0,296.64532195365575,25.89708715430009
12.469999999999999,1456.2309806496644,121.5910133268841,49.812459034109736,22.722707746976624,158.100327922197,16.001423805223332,1.0,296.67714571785945,25.899865363609887
13.139999999999997,1456.2548165384846,121.72594784100257,50.14822729364758,22.781067443575594,157.92796604961447,16.000309668895472,1.0,298.6769419695187,26.074447243003732
13.36,1456.2619281576522,121.7781742496065,50.249219883572344,22.801908613793046,157.89277692191834,16.0,1.0,299.27844195362934,26.12695809134355
19.060000000000002,1456.3500540252496,124.1276889779441,51.640684717160106,23.564401726492918,159.59281354327155,15.99895699961531,1.0,307.565842800733,26.850446803744653
19.709999999999994,1456.3516508460586,124.47255675624757,51.69469990249844,23.670434681126615,159.97473689115537,15.999362672605855,1.0,307.8875508898804,26.878531866296882
20.250000000000004,1456.3522012045414,124.76370458283087,51.730659320697434,23.760166071528495,160.29985098139247,15.999727620476559,1.0,308.1017209541538,26.897228877204736
20.64,1456.3522304204075,124.9756486672864,51.75255346962578,23.82572719808222,160.5362946972876,16.0,1.0,308.23211992938883,26.90861268600459
26.14,1456.3451431540366,127.76866656421885,52.044401975841936,24.75525733790375,163.00778807885698,16.00209909841981,1.0,309.9703352972939,27.060358597853536
27.279999999999994,1456.3484455055989,128.21740656144294,52.18889032879276,24.933357406543422,163.06190300269526,16.001481103462158,1.0,310.8308909288392,27.135484961028528
27.279999999999998,1456.3484455055989,128.21740656144294,52.18889032879275,24.933357406543422,163.0619030026953,16.001481103462158,1.0,310.8308909288392,27.135484961028528
28.6,1456.3573550307847,128.6647226278449,52.422974022012546,25.12783837995554,162.7927843996481,16.0,1.0,312.22506586639815,27.257196200661514
33.65,1456.433596143229,129.8463171074469,53.59282648326456,25.790125362707762,159.25019774300242,15.992838931100966,1.0,319.1925694959139,27.86545810600064
34.41,1456.448721402767,129.98847418796365,53.74860364168278,25.885991593102194,158.8357806598359,15.99329469975556,1.0,320.1203599247283,27.94645405576885
35.129999999999995,1456.4630905040403,130.1187526625483,53.87811161611284,25.97758797582808,158.55805574769468,15.994499520949532,1.0,320.89169418420147,28.01379140803559
36.63,1456.4906361901776,130.38730344269646,54.08360950487511,26.169207262744955,158.32380521289463,16.0,1.0,322.1156154334473,28.120639529060984
41.43,1456.544134196802,131.41886674013864,54.39960749255047,26.72246105290148,158.8150980134523,16.02686862440743,1.0,323.99766227180794,28.284941904303277
41.78,1456.545712151346,131.5119516332266,54.420325848958946,26.754808073394653,158.70592744525567,16.02697860898883,1.0,324.12105836512313,28.295714362678943
43.14,1456.5499689284798,131.90523895641675,54.52580816001623,26.86563677590565,157.92599378952747,16.021764947009178,1.0,324.7492986000966,28.350559630461355
44.78000000000001,1456.556562738949,132.4347508204002,54.742339721576556,26.971773306950332,156.48695933791424,16.0,1.0,326.0389351064486,28.463144682477047
49.11999999999999,1456.612392383584,133.93672999495897,55.777101101292,27.201784911430522,152.6807031305036,15.91099448394772,1.0,332.2018521474008,29.001166312763182
49.620000000000005,1456.6236301447211,134.10147485928792,55.925976783544854,27.233621360135594,152.48774548308566,15.910720337778914,1.0,333.0885381961127,29.078573857000745
50.92,1456.6569620948765,134.5087325300166,56.317944513350774,27.328300372156804,152.36002252234056,15.932597048182982,0.9999999999999999,335.4230518809862,29.28237651251513
52.27,1456.694346890834,134.89051113836072,56.704033011330964,27.446778129195287,152.6697728574866,16.0,0.9999999999999998,337.72254955278,29.483122275925
56.72,1456.793591369129,135.85860887320166,57.667980618826064,27.955883223258276,155.3910238935049,16.521494759477463,1.0,343.46370809741995,29.984324459792315
57.85,1456.8054531505582,136.04551287243896,57.82089874296172,28.0986656640282,156.3821859341584,16.67735084852223,1.0000000000000002,344.37447045440433,30.063833861728426
58.480000000000004,1456.8091322759492,136.14067497862757,57.89207943911331,28.1785555282407,156.96373810751635,16.759867749615164,1.0000000000000004,344.79841430648366,30.1008440893414
60.77,1456.8094542797346,136.44544122500514,58.08569846335929,28.462353037960693,159.42419372706632,17.0,1.000000000000001,345.951586436184,30.201515824024703
64.74,1456.7978601534467,136.85394708271934,58.29405967608494,28.89212745814307,165.309909706025,17.107270639616058,1.0,347.19256130609415,30.30985272329115
66.48,1456.801888198658,137.009521118805,58.41790942117486,29.052289427303513,167.76185912590967,17.07431928369495,0.9999999999999981,347.9301958172913,30.374248093151316
67.23,1456.8066502065221,137.0798304983659,58.48574144528881,29.11634387845812,168.72034562553074,17.054214119492656,0.9999999999999973,348.33419537267577,30.409517186987642
69.32,1456.828784511851,137.3060406730911,58.738596091132735,29.283400015556616,170.92478939203124,17.0,0.9999999999999953,349.8401678957167,30.540988337195987
73.33,1456.8870117193355,137.86118027437664,59.544127077058214,29.57368270181599,172.22579754033006,16.969118428086837,0.9999999999999997,354.6378156795379,30.959822188931767
74.3,1456.9001034639464,138.01055926639953,59.780257963905754,29.636559533862854,172.11156472268303,16.97283998609358,1.0000000000000036,356.0441834614977,31.08259786184834
75.86,1456.9177214723977,138.25245699338637,60.176073249278076,29.730269319762336,171.64924566641167,16.983033534802427,1.0000000000000104,358.40161273467146,31.2884010444012
78.28,1456.9360933853332,138.62251852230003,60.7665619844481,29.857484926875365,170.52631761124235,17.0,1.000000000000018,361.9184941720817,31.595424207605447
81.82,1456.9522560907676,139.18550576636449,61.37837830512651,30.034239966549567,169.57160599689976,17.007903014004633,1.0000000000000013,365.5624001996506,31.91353659635491
82.29,1456.9542260851817,139.26677344238766,61.437137957347595,30.061171701065877,169.552399403634,17.00764563503705,0.9999999999999949,365.9123657753787,31.944088532774966
84.86,1456.9669746261134,139.73837581926483,61.68830860531733,30.24014893710262,169.79427037652047,17.003618451834175,0.9999999999999543,367.4083086051961,32.0746840924369
86.81,1456.9786829743184,140.1024889963853,61.843192163270494,30.42069533882674,169.88231097432435,17.0,0.999999999999937,368.33077685476906,32.155215416844555
89.92,1456.996515660645,140.61043342378377,62.17436178991616,30.777041795216437,168.52151118402261,16.99771382514141,0.9999999999999951,370.3031841899415,32.32740624839498
90.57000000000001,1456.999375310327,140.69329798335116,62.25969850300711,30.858244734745323,167.9487069571516,16.99771354125597,1.000000000000027,370.8114396134998,32.3717768621429
94.38,1457.0058841474824,141.01071952280464,62.86173567263387,31.323168027889473,164.12310257585898,16.999295577206624,1.000000000000235,374.39710216790667,32.6848046053948
95.83000000000001,1457.0043296354027,141.08292476732487,63.131372295056565,31.46955802751039,163.5966309011472,17.0,1.0000000000002485,376.0030261691015,32.825001502983575
98.57000000000001,1456.9980430428177,141.21329333690412,63.65256236255012,31.674279962577003,165.7627318884213,17.000597435504776,1.0000000000000162,379.107172894601,33.09599299464295
99.25,1456.9964916488645,141.25623455385022,63.782975292596625,31.70985278664955,166.96946521721532,17.000618091455003,0.999999999999889,379.8838969632528,33.163800876352475
103.92,1456.9956177135005,141.73844493456903,64.6654171302277,31.85501604758007,177.47007312887374,17.00012039090986,0.9999999999991069,385.13961673145076,33.62262433596147
104.91,1456.9986249287253,141.87794938123326,64.83580130097421,31.883722490699554,178.76816819371626,17.0,0.9999999999991883,386.1544048072251,33.71121516580634
